srcStateName,srcDistrictName,srcYear,Country,StateCode,StateName,YearCode,DistrictCode,Year,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Punjab,PATHANKOT,2016-17,India,3,PUNJAB,2016,662,"Agriculture Year (Jul - Jun), 2016",PATHANKOT,676598,298166,378432,362002,164243,197759,314596,133923,180673,134559,59899,74660,10676,86115.8,96791.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,PATHANKOT,2017-18,India,3,PUNJAB,2017,662,"Agriculture Year (Jul - Jun), 2017",PATHANKOT,676598,298166,378432,362002,164243,197759,314596,133923,180673,134559,59899,74660,10676,86115.8,96791.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,PATHANKOT,2018-19,India,3,PUNJAB,2018,662,"Agriculture Year (Jul - Jun), 2018",PATHANKOT,676598,298166,378432,362002,164243,197759,314596,133923,180673,134559,59899,74660,10676,86115.8,96791.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,PATHANKOT,2019-20,India,3,PUNJAB,2019,662,"Agriculture Year (Jul - Jun), 2019",PATHANKOT,676598,298166,378432,362002,164243,197759,314596,133923,180673,134559,59899,74660,10676,86115.8,96791.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,SANGRUR,2011-12,India,3,PUNJAB,2011,737,"Agriculture Year (Jul - Jun), 2011",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2012-13,India,3,PUNJAB,2012,737,"Agriculture Year (Jul - Jun), 2012",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2013-14,India,3,PUNJAB,2013,737,"Agriculture Year (Jul - Jun), 2013",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2014-15,India,3,PUNJAB,2014,737,"Agriculture Year (Jul - Jun), 2014",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2015-16,India,3,PUNJAB,2015,737,"Agriculture Year (Jul - Jun), 2015",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2016-17,India,3,PUNJAB,2016,737,"Agriculture Year (Jul - Jun), 2016",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2017-18,India,3,PUNJAB,2017,737,"Agriculture Year (Jul - Jun), 2017",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2018-19,India,3,PUNJAB,2018,737,"Agriculture Year (Jul - Jun), 2018",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Punjab,SANGRUR,2019-20,India,3,PUNJAB,2019,737,"Agriculture Year (Jul - Jun), 2019",MALERKOTLA,430013,174065,255948,226780,91708,135072,203233,82357,120876,82784,33116,49668,4533,66744.8,71277.796875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.25980005667095021717,1,0.33735815413836209820,1,0.22467266617743617473,1,0.25828304076516834865,1,0.33546470794802762496,1,0.22338762893758899733,1,0.26151401291916514399,1,0.33949189781894479964,1,0.22612622556126543585,1,0.25961677172515445166,1,0.32786171118547413025,1,0.22797708662284728087,1,0.284646781789639,1,0.207567836897272,1,0.211205020052254,1
Chandigarh,CHANDIGARH,2011-12,India,4,CHANDIGARH,2011,44,"Agriculture Year (Jul - Jun), 2011",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2012-13,India,4,CHANDIGARH,2012,44,"Agriculture Year (Jul - Jun), 2012",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2013-14,India,4,CHANDIGARH,2013,44,"Agriculture Year (Jul - Jun), 2013",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2014-15,India,4,CHANDIGARH,2014,44,"Agriculture Year (Jul - Jun), 2014",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2015-16,India,4,CHANDIGARH,2015,44,"Agriculture Year (Jul - Jun), 2015",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2016-17,India,4,CHANDIGARH,2016,44,"Agriculture Year (Jul - Jun), 2016",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2017-18,India,4,CHANDIGARH,2017,44,"Agriculture Year (Jul - Jun), 2017",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2018-19,India,4,CHANDIGARH,2018,44,"Agriculture Year (Jul - Jun), 2018",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chandigarh,CHANDIGARH,2019-20,India,4,CHANDIGARH,2019,44,"Agriculture Year (Jul - Jun), 2019",CHANDIGARH,1055450,1026459,28991,580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2011-12,India,5,UTTARAKHAND,2011,45,"Agriculture Year (Jul - Jun), 2011",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2012-13,India,5,UTTARAKHAND,2012,45,"Agriculture Year (Jul - Jun), 2012",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2013-14,India,5,UTTARAKHAND,2013,45,"Agriculture Year (Jul - Jun), 2013",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2014-15,India,5,UTTARAKHAND,2014,45,"Agriculture Year (Jul - Jun), 2014",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2015-16,India,5,UTTARAKHAND,2015,45,"Agriculture Year (Jul - Jun), 2015",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2016-17,India,5,UTTARAKHAND,2016,45,"Agriculture Year (Jul - Jun), 2016",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2017-18,India,5,UTTARAKHAND,2017,45,"Agriculture Year (Jul - Jun), 2017",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2018-19,India,5,UTTARAKHAND,2018,45,"Agriculture Year (Jul - Jun), 2018",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,ALMORA,2019-20,India,5,UTTARAKHAND,2019,45,"Agriculture Year (Jul - Jun), 2019",ALMORA,622506,62314,560192,291081,33722,257359,331425,28592,302833,140577,15368,125209,3568,291667,295235.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2011-12,India,5,UTTARAKHAND,2011,46,"Agriculture Year (Jul - Jun), 2011",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2012-13,India,5,UTTARAKHAND,2012,46,"Agriculture Year (Jul - Jun), 2012",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2013-14,India,5,UTTARAKHAND,2013,46,"Agriculture Year (Jul - Jun), 2013",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2014-15,India,5,UTTARAKHAND,2014,46,"Agriculture Year (Jul - Jun), 2014",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2015-16,India,5,UTTARAKHAND,2015,46,"Agriculture Year (Jul - Jun), 2015",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2016-17,India,5,UTTARAKHAND,2016,46,"Agriculture Year (Jul - Jun), 2016",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2017-18,India,5,UTTARAKHAND,2017,46,"Agriculture Year (Jul - Jun), 2017",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2018-19,India,5,UTTARAKHAND,2018,46,"Agriculture Year (Jul - Jun), 2018",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,BAGESHWAR,2019-20,India,5,UTTARAKHAND,2019,46,"Agriculture Year (Jul - Jun), 2019",BAGESHWAR,259898,9079,250819,124326,4711,119615,135572,4368,131204,58046,2054,55992,550,100963,101513.140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2011-12,India,5,UTTARAKHAND,2011,47,"Agriculture Year (Jul - Jun), 2011",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2012-13,India,5,UTTARAKHAND,2012,47,"Agriculture Year (Jul - Jun), 2012",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2013-14,India,5,UTTARAKHAND,2013,47,"Agriculture Year (Jul - Jun), 2013",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2014-15,India,5,UTTARAKHAND,2014,47,"Agriculture Year (Jul - Jun), 2014",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2015-16,India,5,UTTARAKHAND,2015,47,"Agriculture Year (Jul - Jun), 2015",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2016-17,India,5,UTTARAKHAND,2016,47,"Agriculture Year (Jul - Jun), 2016",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2017-18,India,5,UTTARAKHAND,2017,47,"Agriculture Year (Jul - Jun), 2017",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2018-19,India,5,UTTARAKHAND,2018,47,"Agriculture Year (Jul - Jun), 2018",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMOLI,2019-20,India,5,UTTARAKHAND,2019,47,"Agriculture Year (Jul - Jun), 2019",CHAMOLI,391605,59396,332209,193991,33622,160369,197614,25774,171840,88964,14646,74318,3953,359350,363302.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMPAWAT,2011-12,India,5,UTTARAKHAND,2011,48,"Agriculture Year (Jul - Jun), 2011",CHAMPAWAT,259648,38343,221305,131125,20283,110842,128523,18060,110463,53953,8212,45741,1304,121535,122838.6640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,CHAMPAWAT,2012-13,India,5,UTTARAKHAND,2012,48,"Agriculture Year (Jul - Jun), 2012",CHAMPAWAT,259648,38343,221305,131125,20283,110842,128523,18060,110463,53953,8212,45741,1304,121535,122838.6640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
