srcStateName,srcDistrictName,srcYear,Country,StateCode,StateName,YearCode,DistrictCode,Year,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Madhya Pradesh,BETUL,2011-12,India,23,MADHYA PRADESH,2011,394,"Agriculture Year (Jul - Jun), 2011",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2012-13,India,23,MADHYA PRADESH,2012,394,"Agriculture Year (Jul - Jun), 2012",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2013-14,India,23,MADHYA PRADESH,2013,394,"Agriculture Year (Jul - Jun), 2013",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2014-15,India,23,MADHYA PRADESH,2014,394,"Agriculture Year (Jul - Jun), 2014",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2015-16,India,23,MADHYA PRADESH,2015,394,"Agriculture Year (Jul - Jun), 2015",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2016-17,India,23,MADHYA PRADESH,2016,394,"Agriculture Year (Jul - Jun), 2016",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2017-18,India,23,MADHYA PRADESH,2017,394,"Agriculture Year (Jul - Jun), 2017",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BETUL,2018-19,India,23,MADHYA PRADESH,2018,394,"Agriculture Year (Jul - Jun), 2018",BETUL,1575362,309151,1266211,799236,158878,640358,776126,150273,625853,329832,67953,261879,10183,763802,773985.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2011-12,India,23,MADHYA PRADESH,2011,395,"Agriculture Year (Jul - Jun), 2011",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2012-13,India,23,MADHYA PRADESH,2012,395,"Agriculture Year (Jul - Jun), 2012",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2013-14,India,23,MADHYA PRADESH,2013,395,"Agriculture Year (Jul - Jun), 2013",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2014-15,India,23,MADHYA PRADESH,2014,395,"Agriculture Year (Jul - Jun), 2014",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2015-16,India,23,MADHYA PRADESH,2015,395,"Agriculture Year (Jul - Jun), 2015",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2016-17,India,23,MADHYA PRADESH,2016,395,"Agriculture Year (Jul - Jun), 2016",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2017-18,India,23,MADHYA PRADESH,2017,395,"Agriculture Year (Jul - Jun), 2017",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHIND,2018-19,India,23,MADHYA PRADESH,2018,395,"Agriculture Year (Jul - Jun), 2018",BHIND,1703005,432922,1270083,926843,232087,694756,776162,200835,575327,299233,72562,226671,22704,423879,446582.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2011-12,India,23,MADHYA PRADESH,2011,396,"Agriculture Year (Jul - Jun), 2011",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2012-13,India,23,MADHYA PRADESH,2012,396,"Agriculture Year (Jul - Jun), 2012",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2013-14,India,23,MADHYA PRADESH,2013,396,"Agriculture Year (Jul - Jun), 2013",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2014-15,India,23,MADHYA PRADESH,2014,396,"Agriculture Year (Jul - Jun), 2014",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2015-16,India,23,MADHYA PRADESH,2015,396,"Agriculture Year (Jul - Jun), 2015",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2016-17,India,23,MADHYA PRADESH,2016,396,"Agriculture Year (Jul - Jun), 2016",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2017-18,India,23,MADHYA PRADESH,2017,396,"Agriculture Year (Jul - Jun), 2017",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BHOPAL,2018-19,India,23,MADHYA PRADESH,2018,396,"Agriculture Year (Jul - Jun), 2018",BHOPAL,2371061,1917051,454010,1236130,998105,238025,1134931,918946,215985,501805,408747,93058,35005,241360,276365.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,JABALPUR,2011-12,India,23,MADHYA PRADESH,2011,397,"Agriculture Year (Jul - Jun), 2011",BURHANPUR,13601,13601,0,7056,7056,0,6545,6545,0,2862,2862,0,666,0,666,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,2,0.00552147961526235858,0.01763048189897439620,0.00944491588393051831,0.04965898469447365346,0.000000000000000000000000,0.000000000000000000000000,0.00552424765791002429,0.01783800182020426737,0.00940490265205992160,0.05019134739867123814,0.000000000000000000000000,0.000000000000000000000000,0.00551849856367268094,0.01741210147703571277,0.00948843628540404502,0.04909756500082516916,0.000000000000000000000000,0.000000000000000000000000,0.00530924201387600638,0.01918191993458576570,0.00948743958470075780,0.05572321411187476879,0.000000000000000000000000,0.000000000000000000000000,0.0192157881069852,0.0758196721311475,0,0,0.00139114805028107,0.00370406031889818
Madhya Pradesh,BURHANPUR,2011-12,India,23,MADHYA PRADESH,2011,397,"Agriculture Year (Jul - Jun), 2011",BURHANPUR,757847,260287,497560,388504,133526,254978,369343,126761,242582,146341,48499,97842,8118,171019,179136.6875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,2,1.00000000000000000000,0.98236951810102560380,1.00000000000000000000,0.95034101530552634654,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98216199817979573263,1.00000000000000000000,0.94980865260132876186,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98258789852296428723,1.00000000000000000000,0.95090243499917483084,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98081808006541423430,1.00000000000000000000,0.94427678588812523121,1.00000000000000000000,1.00000000000000000000,1,0.924180327868853,1,1,1,0.996295939681102
Madhya Pradesh,BURHANPUR,2012-13,India,23,MADHYA PRADESH,2012,397,"Agriculture Year (Jul - Jun), 2012",BURHANPUR,757847,260287,497560,388504,133526,254978,369343,126761,242582,146341,48499,97842,8118,171019,179136.6875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,2,1.00000000000000000000,0.98236951810102560380,1.00000000000000000000,0.95034101530552634654,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98216199817979573263,1.00000000000000000000,0.94980865260132876186,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98258789852296428723,1.00000000000000000000,0.95090243499917483084,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.98081808006541423430,1.00000000000000000000,0.94427678588812523121,1.00000000000000000000,1.00000000000000000000,1,0.924180327868853,1,1,1,0.996295939681102
Madhya Pradesh,JABALPUR,2012-13,India,23,MADHYA PRADESH,2012,397,"Agriculture Year (Jul - Jun), 2012",BURHANPUR,13601,13601,0,7056,7056,0,6545,6545,0,2862,2862,0,666,0,666,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,2,0.00552147961526235858,0.01763048189897439620,0.00944491588393051831,0.04965898469447365346,0.000000000000000000000000,0.000000000000000000000000,0.00552424765791002429,0.01783800182020426737,0.00940490265205992160,0.05019134739867123814,0.000000000000000000000000,0.000000000000000000000000,0.00551849856367268094,0.01741210147703571277,0.00948843628540404502,0.04909756500082516916,0.000000000000000000000000,0.000000000000000000000000,0.00530924201387600638,0.01918191993458576570,0.00948743958470075780,0.05572321411187476879,0.000000000000000000000000,0.000000000000000000000000,0.0192157881069852,0.0758196721311475,0,0,0.00139114805028107,0.00370406031889818
Madhya Pradesh,BURHANPUR,2013-14,India,23,MADHYA PRADESH,2013,397,"Agriculture Year (Jul - Jun), 2013",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BURHANPUR,2014-15,India,23,MADHYA PRADESH,2014,397,"Agriculture Year (Jul - Jun), 2014",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BURHANPUR,2015-16,India,23,MADHYA PRADESH,2015,397,"Agriculture Year (Jul - Jun), 2015",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BURHANPUR,2016-17,India,23,MADHYA PRADESH,2016,397,"Agriculture Year (Jul - Jun), 2016",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BURHANPUR,2017-18,India,23,MADHYA PRADESH,2017,397,"Agriculture Year (Jul - Jun), 2017",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,BURHANPUR,2018-19,India,23,MADHYA PRADESH,2018,397,"Agriculture Year (Jul - Jun), 2018",BURHANPUR,771448,273888,497560,395560,140582,254978,375888,133306,242582,149203,51361,97842,8784,171019,179802.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2011-12,India,23,MADHYA PRADESH,2011,398,"Agriculture Year (Jul - Jun), 2011",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2012-13,India,23,MADHYA PRADESH,2012,398,"Agriculture Year (Jul - Jun), 2012",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2013-14,India,23,MADHYA PRADESH,2013,398,"Agriculture Year (Jul - Jun), 2013",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2014-15,India,23,MADHYA PRADESH,2014,398,"Agriculture Year (Jul - Jun), 2014",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2015-16,India,23,MADHYA PRADESH,2015,398,"Agriculture Year (Jul - Jun), 2015",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2016-17,India,23,MADHYA PRADESH,2016,398,"Agriculture Year (Jul - Jun), 2016",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2017-18,India,23,MADHYA PRADESH,2017,398,"Agriculture Year (Jul - Jun), 2017",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHATARPUR,2018-19,India,23,MADHYA PRADESH,2018,398,"Agriculture Year (Jul - Jun), 2018",CHHATARPUR,1762375,399016,1363359,936121,210848,725273,826254,188168,638086,356297,74427,281870,37164,832420,869583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madhya Pradesh,CHHINDWARA,2011-12,India,23,MADHYA PRADESH,2011,399,"Agriculture Year (Jul - Jun), 2011",CHHINDWARA,2090922,505183,1585739,1064468,258269,806199,1026454,246914,779540,443361,110212,333149,22349,966356,988704.5625,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,2,1.00000000000000000000,0.99503794943153183978,1.00000000000000000000,0.97977735109869862881,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99501217045365319255,1.00000000000000000000,0.97975759185144439597,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99506468452660814603,1.00000000000000000000,0.97979801988055792544,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99469628133939088003,1.00000000000000000000,0.97900085275724843661,1.00000000000000000000,1.00000000000000000000,1,0.975981483907594,1,1,1,0.999444025814134
Madhya Pradesh,MANDLA,2011-12,India,23,MADHYA PRADESH,2011,399,"Agriculture Year (Jul - Jun), 2011",CHHINDWARA,10427,10427,0,5336,5336,0,5091,5091,0,2364,2364,0,550,0,550,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,2,0.00988430237793924571,0.00496205056846816022,0.08009125194908940079,0.02022264890130137119,0.000000000000000000000000,0.000000000000000000000000,0.01015854642927854521,0.00498782954634680745,0.08070053386972368839,0.02024240814855560403,0.000000000000000000000000,0.000000000000000000000000,0.00961231645309110271,0.00493531547339185397,0.07946244615096460011,0.02020198011944207456,0.000000000000000000000000,0.000000000000000000000000,0.00945048091914322036,0.00530371866060911997,0.08059732024138283727,0.02099914724275156339,0.000000000000000000000000,0.000000000000000000000000,0.083969465648855,0.0240185160924058,0,0,0.00112089602390158,0.000555974185865835
Madhya Pradesh,MANDLA,2012-13,India,23,MADHYA PRADESH,2012,399,"Agriculture Year (Jul - Jun), 2012",CHHINDWARA,10427,10427,0,5336,5336,0,5091,5091,0,2364,2364,0,550,0,550,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,2,0.00988430237793924571,0.00496205056846816022,0.08009125194908940079,0.02022264890130137119,0.000000000000000000000000,0.000000000000000000000000,0.01015854642927854521,0.00498782954634680745,0.08070053386972368839,0.02024240814855560403,0.000000000000000000000000,0.000000000000000000000000,0.00961231645309110271,0.00493531547339185397,0.07946244615096460011,0.02020198011944207456,0.000000000000000000000000,0.000000000000000000000000,0.00945048091914322036,0.00530371866060911997,0.08059732024138283727,0.02099914724275156339,0.000000000000000000000000,0.000000000000000000000000,0.083969465648855,0.0240185160924058,0,0,0.00112089602390158,0.000555974185865835
